segment_id,segment_family,segment_group,display_name,variant,default_min_participants,default_max_participants,default_duration_minutes,championship_allowed,winner_required,weekly_tv_booking_cost_usd,ple_ppv_booking_cost_usd,cost_tier,talent_appearance_fees_apply,championship_surcharge_usd,rivalry_surcharge_usd,base_stamina_cost,stamina_cost_per_minute,computed_default_stamina_cost,fatigue_gain,injury_risk_delta_pct,medical_risk_cost_estimate,booking_cost_multiplier,physical_risk_1_5,stipulation_intensity_1_5,spectacle_1_5,rivalry_heat_delta,crowd_buzz_delta,show_quality_weight,finance_formula_notes
P008,Promo,Core Promo,Contract Signing,Formal match signing,2,6,9,TRUE,FALSE,31000,46500,Medium,TRUE,11000,6000,0,0.05,0.45,2,0.0,0,1.0,1,4,4,6,5,1.1,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P009,Promo,Core Promo,Face-to-Face Confrontation,Two rivals in ring,2,4,7,TRUE,FALSE,21500,31000,Medium,TRUE,9500,5000,0,0.05,0.35,1,0.0,0,1.0,1,3,3,5,4,1.0,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P010,Promo,Core Promo,Champion vs Challenger Verbal Duel,Title feud,2,4,8,TRUE,FALSE,22000,32000,Medium,TRUE,9500,5000,0,0.05,0.4,1,0.0,0,1.0,1,3,3,5,4,1.05,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P011,Promo,Core Promo,Faction Promo,Stable mission statement,3,8,8,TRUE,FALSE,21000,30500,Medium,TRUE,9500,4000,0,0.05,0.4,1,0.0,0,1.0,1,2,3,4,4,0.95,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P012,Promo,Core Promo,Tag Team Promo,Team speaks,2,4,6,TRUE,FALSE,13500,19000,Low,TRUE,8000,3000,0,0.05,0.3,1,0.0,0,1.0,1,1,2,2,2,0.8,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P013,Promo,Core Promo,Manager Promo,Manager advocates,1,3,6,TRUE,FALSE,13500,19000,Low,TRUE,8000,3000,0,0.05,0.3,1,0.0,0,1.0,1,1,2,3,2,0.85,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P014,Promo,Core Promo,Authority Announcement,GM/official books match,1,6,5,TRUE,FALSE,14000,19500,Low,TRUE,8000,4000,0,0.05,0.25,0,0.0,0,1.0,1,1,2,3,2,0.7,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P015,Promo,Core Promo,Number One Contender Announcement,Decision segment,2,8,6,TRUE,FALSE,17500,25500,Low,TRUE,9500,4000,0,0.05,0.3,0,0.0,0,1.0,1,2,3,4,3,0.85,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P016,Promo,Core Promo,Draft Pick Reveal,Roster acquisition reveal,1,4,5,TRUE,FALSE,20000,29000,Medium,TRUE,9500,3000,0,0.05,0.25,0,0.0,0,1.0,1,1,3,2,4,0.8,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P017,Promo,Core Promo,Free Agent Signing Reveal,New signing,1,3,6,TRUE,FALSE,31000,46500,Medium,TRUE,11000,4000,0,0.05,0.3,0,0.0,0,1.0,1,2,4,4,5,1.0,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P018,Promo,Core Promo,Retirement Tease,Legend/older star,1,3,8,TRUE,FALSE,27000,40500,Medium,TRUE,11000,5000,0,0.05,0.4,0,0.0,0,1.0,1,2,4,4,4,1.0,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P019,Promo,Core Promo,Apology Promo,Damage control,1,3,5,TRUE,FALSE,11500,15500,Low,TRUE,6500,4000,0,0.05,0.25,0,0.0,0,1.0,1,1,1,1,0,0.65,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P020,Promo,Core Promo,Victory Celebration,Post-win brag/party,1,8,7,TRUE,FALSE,29500,44000,Medium,TRUE,11000,4000,0,0.05,0.35,0,0.0,0,1.0,1,2,4,3,4,0.9,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P021,Promo,Core Promo,Heel Gloating Promo,Arrogant brag,1,4,6,TRUE,FALSE,15000,21000,Low,TRUE,8000,4000,0,0.05,0.3,0,0.0,0,1.0,1,2,2,3,3,0.9,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P022,Promo,Core Promo,Babyface Rally Promo,Crowd rally,1,4,6,TRUE,FALSE,16000,23000,Low,TRUE,9500,3000,0,0.05,0.3,0,0.0,0,1.0,1,2,3,3,4,0.95,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P023,Promo,Core Promo,Mystery Vignette,Cryptic tease,0,2,4,TRUE,FALSE,25000,36000,Medium,TRUE,9500,4000,0,0.05,0.2,0,0.0,0,1.0,1,1,3,2,4,0.75,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P024,Promo,Core Promo,Video Package,Feud recap,0,6,4,TRUE,FALSE,21500,31000,Medium,TRUE,9500,3000,0,0.05,0.2,0,0.0,0,1.0,1,1,3,2,3,0.7,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P025,Promo,Core Promo,Tribute Package,Emotional highlight,0,4,5,TRUE,FALSE,20000,29000,Medium,TRUE,9500,3000,0,0.05,0.25,0,0.0,0,1.0,1,1,3,2,2,0.7,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P026,Promo,Core Promo,Press Conference Segment,Sports presentation,2,8,8,TRUE,FALSE,27500,40000,Medium,TRUE,9500,4000,0,0.05,0.4,0,0.0,0,1.0,1,2,3,4,3,0.9,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P027,Promo,Core Promo,Sit-Down Interview,Serious interview,1,2,7,TRUE,FALSE,16500,23000,Low,TRUE,8000,3000,0,0.05,0.35,0,0.0,0,1.0,1,1,2,3,2,0.8,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P028,Promo,Core Promo,Split-Screen Interview,Remote rivals,2,4,6,TRUE,FALSE,16000,22500,Low,TRUE,8000,3000,0,0.05,0.3,0,0.0,0,1.0,1,1,2,3,2,0.75,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P029,Promo,Core Promo,Debate Segment,Moderated verbal battle,2,5,8,TRUE,FALSE,19500,27500,Medium,TRUE,8000,5000,0,0.05,0.4,0,0.0,0,1.0,1,2,2,4,3,0.9,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P030,Promo,Core Promo,Talk Show Segment,Hosted show,2,6,8,TRUE,FALSE,26500,38500,Medium,TRUE,9500,5000,0,0.05,0.4,0,0.0,0,1.0,1,2,3,4,4,0.95,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P031,Promo,Core Promo,Miz TV-style Guest Segment,Interview talk segment,2,5,7,TRUE,FALSE,24500,35500,Medium,TRUE,9500,4000,0,0.05,0.35,0,0.0,0,1.0,1,2,3,4,4,0.9,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P032,Promo,Core Promo,Challenge Accepted,Short acceptance,1,2,4,TRUE,FALSE,12500,17500,Low,TRUE,8000,3000,0,0.05,0.2,0,0.0,0,1.0,1,1,2,2,2,0.7,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P033,Promo,Core Promo,Stipulation Reveal,Adds special match,1,4,5,TRUE,FALSE,16500,24000,Low,TRUE,9500,4000,0,0.05,0.25,0,0.0,0,1.0,1,2,3,4,4,0.85,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P034,Promo,Core Promo,Title Presentation Ceremony,New/returned title,1,6,8,TRUE,FALSE,39000,58500,Medium,TRUE,11000,4000,0,0.05,0.4,0,0.0,0,1.0,1,2,4,4,4,0.9,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P035,Promo,Core Promo,Money in the Bank Cash-In Tease,Threatens cash-in,1,4,5,TRUE,FALSE,26000,39000,Medium,TRUE,11000,6000,0,0.05,0.25,0,0.0,0,1.0,1,3,4,5,5,1.0,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P036,Promo,Core Promo,Open Challenge Answered,Surprise entrant,2,4,5,TRUE,FALSE,29500,45500,Medium,TRUE,12500,5000,0,0.05,0.25,1,0.0,0,1.0,1,3,5,5,6,1.05,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P037,Promo,Core Promo,Loser Leaves Brand Ultimatum,Stakes promo,2,4,7,TRUE,FALSE,24000,36000,Medium,TRUE,11000,7000,0,0.05,0.35,0,0.0,0,1.0,1,4,4,5,5,1.0,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
P038,Promo,Core Promo,Trade Negotiation Segment,Brand business angle,2,6,6,TRUE,FALSE,15000,21000,Low,TRUE,8000,4000,0,0.05,0.3,0,0.0,0,1.0,1,1,2,2,2,0.65,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A001,Backstage Angle,Backstage Interview,Backstage Interview,Solo/duo interview,1,3,4,TRUE,FALSE,13000,17500,Low,TRUE,6500,3000,0,0.02,0.08,1,0,0,1.0,1,1,1,2,1,0.65,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A002,Backstage Angle,Backstage Interview,Ambush Interview,Interview interrupted,2,5,5,TRUE,FALSE,21500,31000,Medium,TRUE,9500,5000,3,0.1,3.5,4,1.0,1000,1.0,2,2,3,4,4,0.85,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A003,Backstage Angle,Backstage Interview,Locker Room Interview,Private setting,1,4,4,TRUE,FALSE,13000,17500,Low,TRUE,6500,3000,0,0.02,0.08,1,0,0,1.0,1,1,1,2,1,0.6,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A004,Backstage Angle,Attack Angle,Backstage Attack,Surprise assault,2,6,4,TRUE,FALSE,31000,46500,Medium,TRUE,11000,6000,7,0.1,7.4,8,2.5,2500,1.0,4,4,4,5,5,0.9,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A005,Backstage Angle,Attack Angle,Parking Lot Attack,Arriving/leaving ambush,2,6,5,TRUE,FALSE,42500,66000,High,TRUE,12500,7000,9,0.1,9.5,10,4.0,4000,1.0,5,5,5,6,6,1.0,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A006,Backstage Angle,Attack Angle,Pull-Apart Brawl,Officials separate rivals,2,10,5,TRUE,FALSE,30000,45000,Medium,TRUE,11000,6000,5,0.1,5.5,6,1.8,1800,1.0,3,4,4,6,5,0.95,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A007,Backstage Angle,Attack Angle,Post-Match Beatdown,After bell attack,2,8,5,TRUE,FALSE,30500,46000,Medium,TRUE,11000,6000,6,0.1,6.5,7,2.2,2200,1.0,4,4,4,5,5,0.95,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A008,Backstage Angle,Attack Angle,Save From Beatdown,Babyface save,3,8,5,TRUE,FALSE,28000,42000,Medium,TRUE,11000,5000,4,0.1,4.5,5,1.5,1500,1.0,3,3,4,5,5,0.95,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A009,Backstage Angle,Attack Angle,Weapon Attack,Chair/kendo/etc.,2,6,4,TRUE,FALSE,33500,50000,Medium,TRUE,11000,6000,8,0.1,8.4,9,4.0,4000,1.0,5,5,4,6,5,0.95,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A010,Backstage Angle,Attack Angle,Medical Stretcher Angle,Injury sell,2,8,6,TRUE,FALSE,36000,54000,Medium,TRUE,11000,7000,4,0.1,4.6,6,3.5,3500,1.0,4,5,4,5,5,0.85,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A011,Backstage Angle,Authority/GM,GM Office Segment,Booking conversation,1,6,4,TRUE,FALSE,12500,17000,Low,TRUE,6500,4000,0,0.02,0.08,0,0,0,1.0,1,1,1,2,1,0.55,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A012,Backstage Angle,Authority/GM,Authority Ultimatum,Threat/condition,2,6,5,TRUE,FALSE,15000,21000,Low,TRUE,8000,5000,0,0.02,0.1,1,0,0,1.0,1,2,2,3,2,0.7,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A013,Backstage Angle,Authority/GM,Fine/Suspension Announcement,Discipline angle,1,4,4,TRUE,FALSE,13500,19000,Low,TRUE,8000,6000,0,0.02,0.08,0,0,0,1.0,1,2,2,3,2,0.65,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A014,Backstage Angle,Authority/GM,Trade Negotiation Backstage,Roster business,2,6,5,TRUE,FALSE,12500,17000,Low,TRUE,6500,4000,0,0.02,0.1,0,0,0,1.0,1,1,1,2,1,0.55,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A015,Backstage Angle,Authority/GM,Contract Dispute Meeting,Money/conflict,2,5,5,TRUE,FALSE,14000,19500,Low,TRUE,8000,6000,0,0.02,0.1,1,0,0,1.0,1,3,2,4,3,0.75,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A016,Backstage Angle,Mystery/Reveal,Mystery Arrival,Car/limo arrives,0,4,3,TRUE,FALSE,30000,45000,Medium,TRUE,11000,5000,0,0.02,0.06,0,0,0,1.0,1,2,4,3,5,0.8,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A017,Backstage Angle,Mystery/Reveal,Masked Attacker Reveal,Identity reveal,1,4,6,TRUE,FALSE,39500,61000,Medium,TRUE,12500,7000,2,0.1,2.6,3,0.5,500,1.0,2,4,5,6,6,1.05,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A018,Backstage Angle,Mystery/Reveal,Return Vignette,Returning superstar,0,2,4,TRUE,FALSE,31000,46500,Medium,TRUE,11000,5000,0,0.02,0.08,0,0,0,1.0,1,2,4,4,5,0.9,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A019,Backstage Angle,Mystery/Reveal,Debut Vignette,New superstar,0,2,4,TRUE,FALSE,31000,46500,Medium,TRUE,11000,5000,0,0.02,0.08,0,0,0,1.0,1,2,4,4,5,0.9,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A020,Backstage Angle,Mystery/Reveal,Surprise Partner Reveal,Tag partner,2,6,5,TRUE,FALSE,26000,39000,Medium,TRUE,11000,6000,0,0.02,0.1,1,0,0,1.0,1,3,4,5,5,0.95,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A021,Backstage Angle,Locker Room,Locker Room Argument,Tension,2,6,4,TRUE,FALSE,14500,20500,Low,TRUE,8000,5000,0,0.02,0.08,1,0,0,1.0,1,2,2,3,2,0.7,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A022,Backstage Angle,Locker Room,Locker Room Pep Talk,Motivation,2,8,4,TRUE,FALSE,12000,16000,Low,TRUE,6500,3000,0,0.02,0.08,0,0,0,1.0,1,1,1,1,1,0.55,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A023,Backstage Angle,Locker Room,Stable Recruiting Pitch,Faction growth,2,8,5,TRUE,FALSE,15000,21000,Low,TRUE,8000,5000,0,0.02,0.1,1,0,0,1.0,1,2,2,3,3,0.75,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A024,Backstage Angle,Locker Room,Betrayal Backstage,Partner turns,2,6,5,TRUE,FALSE,26000,39000,Medium,TRUE,11000,7000,2,0.1,2.5,3,0.5,500,1.0,2,5,4,7,6,1.1,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A025,Backstage Angle,Locker Room,Apology / Reconciliation,Relationship repair,2,5,4,TRUE,FALSE,12000,16000,Low,TRUE,6500,4000,0,0.02,0.08,0,0,0,1.0,1,1,1,1,1,0.6,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A026,Backstage Angle,Comedy/Personality,Comedic Skit,Light character beat,1,6,4,TRUE,FALSE,16000,22500,Low,TRUE,8000,4000,0,0.02,0.08,0,0,0,1.0,1,1,2,1,3,0.65,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A027,Backstage Angle,Comedy/Personality,Training Montage,Prep segment,1,4,4,TRUE,FALSE,16000,22500,Low,TRUE,8000,3000,1,0.02,1.08,1,0,0,1.0,1,1,2,1,2,0.6,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A028,Backstage Angle,Comedy/Personality,Social Media Reaction Package,IWC buzz recap,0,4,3,TRUE,FALSE,15500,21500,Low,TRUE,8000,4000,0,0.02,0.06,0,0,0,1.0,1,1,2,1,3,0.55,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A029,Backstage Angle,Comedy/Personality,Merch Table Segment,Fan commerce beat,1,4,4,TRUE,FALSE,15000,21000,Low,TRUE,8000,3000,0,0.02,0.08,0,0,0,1.0,1,1,2,1,2,0.55,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A030,Backstage Angle,Investigation,Who Attacked Me?,Mystery inquiry,1,6,5,TRUE,FALSE,17000,24000,Low,TRUE,8000,6000,0,0.02,0.1,0,0,0,1.0,1,2,2,4,3,0.75,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A031,Backstage Angle,Investigation,Security Footage Reveal,Evidence clip,0,4,4,TRUE,FALSE,20500,29500,Medium,TRUE,9500,6000,0,0.02,0.08,0,0,0,1.0,1,3,3,5,4,0.85,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A032,Backstage Angle,Investigation,Backstage Chase,Pursuit scene,2,6,4,TRUE,FALSE,29000,42000,Medium,TRUE,9500,5000,4,0.1,4.4,5,1.5,1500,1.0,3,3,3,4,4,0.8,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A033,Backstage Angle,Competition/Challenge,Arm Wrestling Challenge,Power contest,2,4,4,TRUE,FALSE,18000,25000,Medium,TRUE,8000,4000,2,0.1,2.4,2,0.4,400,1.0,2,2,2,2,2,0.65,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A034,Backstage Angle,Competition/Challenge,Pose-Down,Bodybuilding flex-off,2,6,5,TRUE,FALSE,17000,24000,Low,TRUE,8000,4000,0,0.02,0.1,0,0,0,1.0,1,1,2,2,2,0.6,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A035,Backstage Angle,Competition/Challenge,Beat-the-Clock Setup Angle,Challenge announced,2,6,4,TRUE,FALSE,14500,20500,Low,TRUE,8000,5000,0,0.02,0.08,0,0,0,1.0,1,2,2,3,3,0.65,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A036,Backstage Angle,Competition/Challenge,Pick Your Poison Reveal,Opponent choice,2,6,5,TRUE,FALSE,18500,27000,Medium,TRUE,9500,6000,0,0.02,0.1,0,0,0,1.0,1,3,3,5,4,0.8,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A037,Backstage Angle,Championship,Title Belt Theft,Steals championship,2,6,4,TRUE,FALSE,22500,34000,Medium,TRUE,11000,6000,1,0.1,1.4,2,0.4,400,1.0,2,4,4,5,5,0.9,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A038,Backstage Angle,Championship,Title Belt Return/Presentation,Recovers/presents belt,1,4,4,TRUE,FALSE,16000,22500,Low,TRUE,8000,4000,0,0.02,0.08,0,0,0,1.0,1,1,2,2,2,0.65,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A039,Backstage Angle,Championship,Champion Watches From Backstage,Scouting,1,3,3,TRUE,FALSE,11500,15500,Low,TRUE,6500,3000,0,0.02,0.06,0,0,0,1.0,1,1,1,2,1,0.5,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A040,Backstage Angle,Championship,Contender Confronts Champion Backstage,Tense encounter,2,5,4,TRUE,FALSE,19500,28500,Medium,TRUE,9500,5000,1,0.1,1.4,2,0.3,300,1.0,2,3,3,4,4,0.8,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A041,Backstage Angle,Medical/Condition,Medical Evaluation,Doctor clears/refuses,1,3,4,TRUE,FALSE,13000,17500,Low,TRUE,6500,5000,0,0.02,0.08,0,0,0,1.0,1,1,1,1,1,0.45,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A042,Backstage Angle,Medical/Condition,Injury Update Package,Status update,0,2,3,TRUE,FALSE,12500,17000,Low,TRUE,6500,4000,0,0.02,0.06,0,0,0,1.0,1,1,1,1,1,0.45,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A043,Backstage Angle,Medical/Condition,Defiant Injured Promo Backstage,Wrestler refuses rest,1,2,4,TRUE,FALSE,15000,21000,Low,TRUE,8000,6000,0,0.02,0.08,1,0,0,1.0,1,2,2,3,3,0.65,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A044,Backstage Angle,Production/Entrance Adjacent,Pre-Match Walkout,Gorilla-position walkout,1,4,2,TRUE,FALSE,15000,21000,Low,TRUE,8000,3000,0,0.02,0.04,0,0,0,1.0,1,1,2,1,2,0.45,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A045,Backstage Angle,Production/Entrance Adjacent,Post-Match Staredown,Rivals stare down,2,6,3,TRUE,FALSE,16000,23000,Low,TRUE,9500,5000,0,0.02,0.06,0,0,0,1.0,1,2,3,4,4,0.75,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A046,Backstage Angle,Production/Entrance Adjacent,Entrance Ramp Confrontation,Mid-ramp stop,2,6,4,TRUE,FALSE,20500,29500,Medium,TRUE,9500,5000,1,0.1,1.4,2,0.2,200,1.0,2,3,3,4,4,0.75,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A047,Backstage Angle,Relationship,Tag Team Miscommunication,Accidental mistake,2,4,4,TRUE,FALSE,14000,19500,Low,TRUE,8000,5000,0,0.02,0.08,1,0,0,1.0,1,2,2,3,2,0.65,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A048,Backstage Angle,Relationship,Tag Team Breakup,Major split,2,4,6,TRUE,FALSE,26500,40000,Medium,TRUE,11000,7000,1,0.1,1.6,2,0.4,400,1.0,2,5,4,7,5,1.05,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A049,Backstage Angle,Relationship,Stable Expulsion,Kicked out of group,3,8,6,TRUE,FALSE,26500,40000,Medium,TRUE,11000,7000,2,0.1,2.6,3,0.5,500,1.0,2,5,4,7,6,1.1,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
A050,Backstage Angle,Relationship,Manager Turns On Client,Manager betrayal,2,4,5,TRUE,FALSE,18500,27000,Medium,TRUE,9500,7000,0,0.02,0.1,1,0.1,100,1.0,1,4,3,6,5,1.0,"Cost = base family production + duration + intensity/risk/spectacle + existing production/medical signals, then booking multiplier. Talent appearance fees are separate."
